_id,count,pinyin_list,defn_list
莅,2,"[""lì"",""lì""]","[""/river in Hebei/variant of 蒞|莅[li4], to attend/"",""/to attend (an official function)/to be present/to administer/to approach (esp. as administrator)/""]"
麸,2,"[""fū"",""fū""]","[""/variant of 麩|麸[fu1]/"",""/bran/""]"
挡,2,"[""dǎng"",""dǎng""]","[""/to resist/to obstruct/to hinder/to keep off/to block (a blow)/to get in the way of/cover/gear (e.g. in a car's transmission)/to arrange/to put in order/"",""/variant of 擋|挡[dang3]/""]"
妫,2,"[""gūi"",""gūi""]","[""/surname Gui/name of a river/"",""/variant of 媯|妫[Gui1]/""]"
鳄,2,"[""è"",""è""]","[""/variant of 鱷|鳄[e4]/"",""/crocodile/alligator/""]"
卷舌元音,2,"[""juàn shé yuán yīn"",""juàn shé yuán yīn""]","[""/retroflex vowel (e.g. the final r of putonghua)/"",""/retroflex vowel (e.g. the final r of putonghua)/""]"
鼓,2,"[""gǔ"",""gǔ""]","[""/old variant of 鼓[gu3]/"",""/drum/CL:通[tong4],面[mian4]/to drum/to strike/to rouse/to bulge/to swell/""]"
浅尝,2,"[""qiǎn cháng"",""qiǎn cháng""]","[""/dilettante/amateur/to dabble in/to flirt with (a topic)/"",""/dilettante/amateur/to dabble in/to flirt with (a topic)/""]"
分子,2,"[""fēn zǐ"",""fēn zǐ""]","[""/members of a class or group/political elements (such as intellectuals or extremists)/part/"",""/molecule/(math) numerator of a fraction/""]"
孽,2,"[""niè"",""niè""]","[""/variant of 孽[nie4]/"",""/son born of a concubine/disaster/sin/evil/""]"
杆,2,"[""gān"",""gān""]","[""/pole/CL:條|条[tiao2],根[gen1]/"",""/stick/pole/lever/classifier for long objects such as guns/""]"
布尔乔亚,2,"[""bù ěr qiáo yà"",""bù ěr qiáo yà""]","[""/bourgeois (loanword)/also written 布爾喬亞|布尔乔亚/"",""/bourgeois (loanword)/""]"
娘,2,"[""niáng"",""niáng""]","[""/mother/young lady/(coll.) effeminate/"",""/variant of 娘[niang2]/""]"
涂,2,"[""tú"",""tú""]","[""/to apply (paint etc)/to smear/to daub/to blot out/to scribble/to scrawl/(literary) mud/street/"",""/surname Tu/variant of 途[tu2]/""]"
筒,2,"[""tǒng"",""tǒng""]","[""/tube/cylinder/to encase in sth cylindrical (such as hands in sleeves etc)/"",""/variant of 筒[tong3]/""]"
冉,2,"[""rǎn"",""rǎn""]","[""/variant of 冉[ran3]/"",""/surname Ran/edge of a tortoiseshell/see 冉冉[ran3 ran3]/""]"
睬,2,"[""cǎi"",""cǎi""]","[""/variant of 睬[cai3]/"",""/to pay attention/to take notice of/to care for/""]"
强,2,"[""qiáng"",""qiáng""]","[""/surname Qiang/stubborn/unyielding/strong/powerful/better/slightly more than/vigorous/violent/best in their category, e.g. see 百強|百强[bai3 qiang2]/to force/to compel/to strive/to make an effort/"",""/variant of 強|强[jiang4]/variant of 強|强[qiang2]/variant of 強|强[qiang3]/""]"
备,2,"[""bèi"",""bèi""]","[""/variant of 備|备[bei4]/"",""/to prepare/get ready/to provide or equip/""]"
雾台乡,2,"[""wù tái xiāng"",""wù tái xiāng""]","[""/Wutai township in Pingtung County 屏東縣|屏东县[Ping2 dong1 Xian4], Taiwan/"",""/Wutai township in Pingtung County 屏東縣|屏东县[Ping2 dong1 Xian4], Taiwan/""]"
床,2,"[""chuáng"",""chuáng""]","[""/bed/couch/classifier for beds/CL:張|张[zhang1]/"",""/variant of 床[chuang2]/""]"
炉,2,"[""lú"",""lú""]","[""/stove/furnace/"",""/variant of 爐|炉[lu2]/""]"
懒,2,"[""lǎn"",""lǎn""]","[""/variant of 懶|懒[lan3]/"",""/lazy/""]"
瘤,2,"[""líu"",""líu""]","[""/tumor/"",""/old variant of 瘤[liu2]/""]"
瞰,2,"[""kàn"",""kàn""]","[""/to look down from a height/to spy on sth/"",""/variant of 瞰[kan4]/""]"
敦,2,"[""dūn"",""dūn""]","[""/variant of 敦[dun1]/"",""/kindhearted/place name/""]"
悫,2,"[""què"",""què""]","[""/honest/"",""/honest/""]"
凶狠,2,"[""xiōng hěn"",""xiōng hěn""]","[""/variant of 凶狠[xiong1 hen3]/"",""/cruel/vicious/fierce and malicious/vengeful/""]"
栗,2,"[""lì"",""lì""]","[""/afraid/trembling/"",""/surname Li/chestnut/""]"
赝,2,"[""yàn"",""yàn""]","[""/variant of 贗|赝[yan4]/"",""/false/""]"
借,2,"[""jiè"",""jiè""]","[""/to lend/to borrow/by means of/to take (an opportunity)/"",""/variant of 借[jie4]/""]"
赃,2,"[""zāng"",""zāng""]","[""/stolen goods/booty/spoils/"",""/variant of 贓|赃[zang1]/""]"
瘪,2,"[""piē"",""piē""]","[""/variant of 癟|瘪[bie3]/"",""/deflated/shriveled/sunken/empty/""]"
辣,2,"[""là"",""là""]","[""/old variant of 辣[la4]/"",""/hot (spicy)/pungent/""]"
编制,2,"[""biān zhì"",""biān zhì""]","[""/to establish (a unit or department)/staffing structure (excluding temporary and casual staff)/"",""/to weave/to plait/to compile/to put together (a lesson plan, budget etc)/""]"
台南县,2,"[""tái nán xiàn"",""tái nán xiàn""]","[""/Tainan county in south Taiwan/"",""/Tainan county in south Taiwan/""]"
凭,2,"[""píng"",""píng""]","[""/variant of 憑|凭[ping2]/"",""/to lean against/to rely on/on the basis of/no matter (how, what etc)/proof/""]"
褓,2,"[""bǎo"",""bǎo""]","[""/variant of 褓[bao3]/"",""/cloth for carrying baby on back/""]"
飘,2,"[""piāo"",""piāo""]","[""/variant of 飄|飘[piao1]/"",""/to float/""]"
糊里糊涂,2,"[""hú lǐ hú tú"",""hú lǐ hú tú""]","[""/confused/vague/indistinct/muddle-headed/mixed up/in a daze/"",""/variant of 糊裡糊塗|糊里糊涂[hu2 li5 hu2 tu2]/""]"
玳,2,"[""dài"",""dài""]","[""/tortoise shell/turtle/"",""/variant of 玳[dai4]/""]"
折转,2,"[""zhé zhuǎn"",""zhé zhuǎn""]","[""/reflex (angle)/to turn back/"",""/reflex (angle)/to turn back/""]"
广播电台,2,"[""guǎng bō diàn tái"",""guǎng bō diàn tái""]","[""/radio station/"",""/radio station/broadcasting station/CL:個|个[ge4],家[jia1]/""]"
吁,2,"[""xū"",""xū""]","[""/sh/hush/variant of 籲|吁[yu4]/"",""/to implore/""]"
电杆,2,"[""diàn gān"",""diàn gān""]","[""/electric pole/telephone pole/"",""/electric pole/telegraph pole/""]"
燮,2,"[""xiè"",""xiè""]","[""/surname Xie/to blend/to adjust/to harmonize/harmony/"",""/old variant of 燮[xie4]/""]"
历数,2,"[""lì shù"",""lì shù""]","[""/(literary) movements of celestial bodies/destiny/calendar system/"",""/to enumerate/to count (one by one)/""]"
恩,2,"[""ēn"",""ēn""]","[""/variant of 恩[en1]/"",""/favor/grace/kindness/""]"
袒,2,"[""tǎn"",""tǎn""]","[""/to bare/"",""/old variant of 袒[tan3]/""]"
虱,2,"[""shī"",""shī""]","[""/louse/"",""/louse/""]"
辞,2,"[""cí"",""cí""]","[""/old variant of 辭|辞[ci2]/"",""/to resign/to dismiss/to decline/to take leave/ballad (archaic poetic genre)/variant of 詞|词[ci2]/""]"
厕,2,"[""cè"",""cè""]","[""/variant of 廁|厕[ce4]/"",""/restroom/toilet/lavatory/see 茅廁|茅厕[mao2 si5]/""]"
卜,2,"[""bǔ"",""bǔ""]","[""/surname Bu/to divine/to forecast or estimate/(of a place to live etc) to choose/"",""/see 蘿蔔|萝卜[luo2 bo5]/""]"
卷层云,2,"[""juàn céng yún"",""juàn céng yún""]","[""/cirrostratus (cloud)/also written 捲層雲|卷层云[juan3 ceng2 yun2]/"",""/cirrostratus (cloud)/also written 卷層雲|卷层云[juan3 ceng2 yun2]/""]"
兔,2,"[""tù"",""tù""]","[""/variant of 兔[tu4]/"",""/rabbit/""]"
蝎,2,"[""hé"",""hé""]","[""/variant of 蠍|蝎[xie1]/"",""/scorpion/""]"
卷起,2,"[""juàn qǐ"",""juàn qǐ""]","[""/variant of 捲起|卷起[juan3 qi3]/"",""/to roll up/to curl up/(of dust etc) to swirl up/""]"
杂,2,"[""zá"",""zá""]","[""/variant of 雜|杂[za2]/"",""/mixed/miscellaneous/various/to mix/""]"
泄,2,"[""xiè"",""xiè""]","[""/to leak (of water or gas)/to drip/to drain/to discharge/to leak out/to divulge (secrets)/to give vent (to anger, spite etc)/to disperse/to reduce/"",""/variant of 泄[xie4]/""]"
胫,2,"[""jìng"",""jìng""]","[""/lower part of leg/"",""/variant of 脛|胫[jing4]/""]"
闲人,2,"[""xián rén"",""xián rén""]","[""/variant of 閒人|闲人[xian2 ren2]/idle person/idler/unconcerned person/"",""/idle person/idler/unconcerned person/""]"
了若指掌,2,"[""le ruò zhǐ zhǎng"",""le ruò zhǐ zhǎng""]","[""/see 了如指掌[liao3 ru2 zhi3 zhang3]/"",""/see 了如指掌[liao3 ru2 zhi3 zhang3]/""]"
照,2,"[""zhào"",""zhào""]","[""/variant of 照[zhao4]/to shine/to illuminate/"",""/according to/in accordance with/to shine/to illuminate/to reflect/to look at (one's reflection)/to take (a photo)/photo/as requested/as before/""]"
祀,2,"[""sì"",""sì""]","[""/to sacrifice/to offer libation to/"",""/variant of 祀[si4]/""]"
叙,2,"[""xù"",""xù""]","[""/variant of 敘|叙[xu4]/"",""/abbr. for Syria 敘利亞|叙利亚[Xu4 li4 ya4]/to narrate/to chat/""]"
占,2,"[""zhān"",""zhān""]","[""/variant of 占[zhan4]/"",""/to observe/to divine/to take possession of/to occupy/to take up/""]"
空空荡荡,2,"[""kōng kōng dàng dàng"",""kōng kōng dàng dàng""]","[""/deserted/"",""/absolutely empty (space)/complete vacuum/""]"
绝,2,"[""jué"",""jué""]","[""/to cut short/extinct/to disappear/to vanish/absolutely/by no means/"",""/variant of 絕|绝[jue2]/""]"
谷歌,2,"[""gǔ gē"",""gǔ gē""]","[""/variant of 谷歌[Gu3 ge1]/"",""/Google, Internet company and search engine/""]"
祸,2,"[""huò"",""huò""]","[""/old variant of 禍|祸[huo4]/"",""/disaster/misfortune/calamity/""]"
春,2,"[""chūn"",""chūn""]","[""/old variant of 春[chun1]/"",""/surname Chun/spring (season)/gay/joyful/youthful/love/lust/life/""]"
丑,2,"[""chǒu"",""chǒu""]","[""/surname Chou/clown/2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox/ancient Chinese compass point: 30°/"",""/shameful/ugly/disgraceful/""]"
历年,2,"[""lì nián"",""lì nián""]","[""/calendar year/"",""/over the years/bygone years/""]"
伞,2,"[""sǎn"",""sǎn""]","[""/umbrella/parasol/CL:把[ba3]/"",""/damask silk/variant of 傘|伞[san3]/""]"
岁,2,"[""sùi"",""sùi""]","[""/variant of 歲|岁[sui4], year/years old/"",""/classifier for years (of age)/year/year (of crop harvests)/""]"
庵,2,"[""ān"",""ān""]","[""/hut/small temple/nunnery/"",""/variant of 庵[an1]/""]"
托,2,"[""tuō"",""tuō""]","[""/prop/support (for weight)/rest (e.g. arm rest)/thanks to/to hold in one's hand/to support in one's palm/to give/to base/to commit/to set/torr (unit of pressure)/"",""/to trust/to entrust/to be entrusted with/to act as trustee/""]"
自制,2,"[""zì zhì"",""zì zhì""]","[""/to maintain self-control/self-control/"",""/self-made/improvised/homemade/handmade/""]"
宴飨,2,"[""yàn xiǎng"",""yàn xiǎng""]","[""/to host a banquet/feast/banquet/ceremony of sacrifice/"",""/variant of 宴饗|宴飨[yan4 xiang3]/""]"
捷,2,"[""jié"",""jié""]","[""/variant of 捷[jie2]/quick/nimble/"",""/Czech/Czech Republic/abbr. for 捷克[Jie2 ke4]/victory/triumph/quick/nimble/prompt/""]"
听,2,"[""tīng"",""tīng""]","[""/smile (archaic)/"",""/to listen/to hear/to obey/a can (loanword from English \""tin\"")/classifier for canned beverages/(literary pronunciation, still advocated in Taiwan) to rule/to sentence/to allow/""]"
废,2,"[""fèi"",""fèi""]","[""/to abolish/to abandon/to abrogate/to discard/to depose/to oust/crippled/abandoned/waste/"",""/variant of 廢|废[fei4]/disabled/""]"
髯,2,"[""rán"",""rán""]","[""/old variant of 髯[ran2]/"",""/beard/whiskers/""]"
志,2,"[""zhì"",""zhì""]","[""/aspiration/ambition/the will/"",""/sign/mark/to record/to write a footnote/""]"
调制,2,"[""diào zhì"",""diào zhì""]","[""/to modulate/modulation/"",""/to concoct by mixing ingredients/to prepare according to a recipe/to make (a salad, a cocktail, cosmetics etc)/""]"
卮,2,"[""zhī"",""zhī""]","[""/goblet/"",""/old variant of 卮[zhi1]/""]"
厩,2,"[""jìu"",""jìu""]","[""/stable/barn/"",""/variant of 廄|厩[jiu4]/""]"
馍,2,"[""mó"",""mó""]","[""/small loaf of steamed bread/"",""/variant of 饃|馍[mo2]/""]"
绕,2,"[""rào"",""rào""]","[""/to wind/to coil (thread)/to rotate around/to spiral/to move around/to go round (an obstacle)/to by-pass/to make a detour/to confuse/to perplex/"",""/variant of 繞|绕[rao4], to rotate around/to spiral/to move around/to go round (an obstacle)/to by-pass/to make a detour/""]"
麟,2,"[""lín"",""lín""]","[""/variant of 麟[lin2]/"",""/female unicorn/see 麒麟/""]"
鲠,2,"[""gěng"",""gěng""]","[""/to choke on a piece of food/"",""/to choke on a piece of food/(literary) a fish bone lodged in one's throat/""]"
出,2,"[""chū"",""chū""]","[""/to go out/to come out/to occur/to produce/to go beyond/to rise/to put forth/to happen/(used after a verb to indicate an outward direction or a positive result)/classifier for dramas, plays, operas etc/"",""/variant of 出[chu1] (classifier for plays or chapters of classical novels)/""]"
薯,2,"[""shǔ"",""shǔ""]","[""/potato/yam/"",""/variant of 薯[shu3]/""]"
机制,2,"[""jī zhì"",""jī zhì""]","[""/mechanism/"",""/machine processed/machine made/mechanism/""]"
寨,2,"[""zhài"",""zhài""]","[""/stronghold/stockade/camp/(stockaded) village/"",""/variant of 寨[zhai4]/""]"
闲,2,"[""xián"",""xián""]","[""/enclosure/(variant of 閒|闲[xian2]) idle/unoccupied/leisure/"",""/idle/unoccupied/leisure/""]"
发卡,2,"[""fā qiǎ"",""fā qiǎ""]","[""/to issue a card/(slang) to reject a guy or a girl/to chuck/"",""/hair grip/hair clip/""]"
桑,2,"[""sāng"",""sāng""]","[""/surname Sang/mulberry tree/"",""/old variant of 桑[sang1]/""]"
邻,2,"[""lín"",""lín""]","[""/neighbor/adjacent/close to/"",""/variant of 鄰|邻[lin2]/""]"
鹇,2,"[""xián"",""xián""]","[""/variant of 鷴|鹇[xian2]/"",""/silver pheasant (Phasianus nycthemerus)/silver pheasant badge worn by civil officials of the 5th grade/""]"
墩,2,"[""dūn"",""dūn""]","[""/block/gate pillar/pier/classifier for clusters of plants/classifier for rounds in a card game: trick/(archaic) watchtower/"",""/old variant of 墩[dun1]/""]"
台北市,2,"[""tái běi shì"",""tái běi shì""]","[""/Taibei or Taipei, capital of Taiwan/"",""/Taibei or Taipei, capital of Taiwan/""]"
救,2,"[""jìu"",""jìu""]","[""/variant of 救[jiu4]/"",""/to save/to assist/to rescue/""]"
惭,2,"[""cán"",""cán""]","[""/variant of 慚|惭[can2]/"",""/ashamed/""]"
稿,2,"[""gǎo"",""gǎo""]","[""/variant of 稿[gao3]/"",""/manuscript/draft/stalk of grain/""]"
叩,2,"[""kòu"",""kòu""]","[""/to knock/to kowtow/"",""/old variant of 叩[kou4]/to knock/""]"
素面,2,"[""sù miàn"",""sù miàn""]","[""/face (of a woman) without makeup/solid color (unpatterned)/"",""/vegetable noodle dish/""]"
驴,2,"[""lv́"",""lv́""]","[""/variant of 驢|驴[lu:2]/"",""/donkey/CL:頭|头[tou2]/""]"
狭,2,"[""xiá"",""xiá""]","[""/narrow/narrow-minded/"",""/old variant of 狹|狭[xia2]/""]"
拗,2,"[""ǎo"",""ǎo""]","[""/variant of 拗[ao4]/"",""/to bend in two so as to break/to defy/to disobey/also pr. [ao3]/stubborn/obstinate/""]"
炯,2,"[""jiǒng"",""jiǒng""]","[""/bright/clear/"",""/old variant of 炯[jiong3]/""]"
于,2,"[""yú"",""yú""]","[""/surname Yu/to go/to take/sentence-final interrogative particle/variant of 於|于[yu2]/"",""/in/at/to/from/by/than/out of/""]"
征,2,"[""zhēng"",""zhēng""]","[""/journey/trip/expedition/to go on long campaign/to attack/"",""/to invite/to recruit/to levy (taxes)/to draft (troops)/phenomenon/symptom/characteristic sign (used as proof)/evidence/""]"
玩,2,"[""wán"",""wán""]","[""/to play/to have fun/to trifle with/toy/sth used for amusement/curio or antique (Taiwan pr. [wan4])/to keep sth for entertainment/"",""/variant of 玩[wan2]/Taiwan pr. [wan4]/""]"
粽,2,"[""zòng"",""zòng""]","[""/rice dumplings wrapped in leaves/"",""/variant of 粽[zong4]/""]"
厨,2,"[""chú"",""chú""]","[""/old variant of 廚|厨[chu2]/"",""/kitchen/""]"
茧,2,"[""chóng"",""chóng""]","[""/cocoon/callus/"",""/variant of 繭|茧[jian3]/""]"
台谍,2,"[""tái dié"",""tái dié""]","[""/Taiwan spy/"",""/Taiwan spy/""]"
狷,2,"[""juàn"",""juàn""]","[""/impetuous/rash/upright (character)/"",""/nimble/variant of 狷[juan4]/impetuous/rash/""]"
坂,2,"[""bǎn"",""bǎn""]","[""/variant of 阪[ban3]/"",""/variant of 阪[ban3]/""]"
捆,2,"[""kǔn"",""kǔn""]","[""/a bunch/to tie together/bundle/"",""/variant of 捆[kun3]/""]"
笑,2,"[""xiào"",""xiào""]","[""/old variant of 笑[xiao4]/"",""/laugh/smile/CL:個|个[ge4]/""]"
蛇,2,"[""shé"",""shé""]","[""/variant of 蛇[she2]/"",""/snake/serpent/CL:條|条[tiao2]/""]"
几,2,"[""jī"",""jī""]","[""/small table/"",""/almost/how much/how many/several/a few/""]"
浙,2,"[""zhè"",""zhè""]","[""/abbr. for Zhejiang 浙江 province in east China/"",""/variant of 浙[Zhe4]/""]"
冥,2,"[""míng"",""míng""]","[""/old variant of 冥[ming2]/"",""/dark/deep/stupid/the underworld/""]"
痴呆,2,"[""chī dāi"",""chī dāi""]","[""/imbecility/dementia/"",""/imbecility/dementia/""]"
斗牛,2,"[""dǒu níu"",""dǒu níu""]","[""/Big Dipper and Altair (astronomy)/"",""/bullfighting/""]"
戛,2,"[""jiá"",""jiá""]","[""/lance/to tap/to scrape/to chirp/custom/"",""/variant of 戛[jia2]/""]"
叁,2,"[""sān"",""sān""]","[""/variant of 參|叁[san1]/"",""/three (banker's anti-fraud numeral)/""]"
胡同,2,"[""hú tóng"",""hú tóng""]","[""/lane/alley/CL:條|条[tiao2]/"",""/variant of 胡同[hu2 tong4]/""]"
明了,2,"[""míng le"",""míng le""]","[""/to understand clearly/to be clear about/plain/clear/also written 明瞭|明了[ming2 liao3]/"",""/to understand clearly/to be clear about/plain/clear/""]"
坳,2,"[""ào"",""ào""]","[""/variant of 坳[ao4]/"",""/a depression/cavity/hollow/""]"
冲,2,"[""chōng"",""chōng""]","[""/(of water) to dash against/to mix with water/to infuse/to rinse/to flush/to develop (a film)/to rise in the air/to clash/to collide with/"",""/thoroughfare/to go straight ahead/to rush/to clash/powerful/vigorous/pungent/towards/in view of/""]"
萼,2,"[""è"",""è""]","[""/calyx of a flower/"",""/old variant of 萼[e4]/""]"
镋,2,"[""tǎng"",""tǎng""]","[""/old variant of 钂|镋[tang3]/"",""/ancient weapon resembling a pitchfork/""]"
表盘,2,"[""biǎo pán"",""biǎo pán""]","[""/meter dial/watch face/"",""/variant of 表盤|表盘[biao3 pan2]/watch face/""]"
融,2,"[""róng"",""róng""]","[""/to melt/to thaw/to blend/to merge/to be in harmony/"",""/old variant of 融[rong2]/""]"
是,2,"[""shì"",""shì""]","[""/is/are/am/yes/to be/"",""/variant of 是[shi4]/(used in given names)/""]"
软,2,"[""ruǎn"",""ruǎn""]","[""/soft/flexible/"",""/variant of 軟|软[ruan3]/""]"
厮,2,"[""sī"",""sī""]","[""/variant of 廝|厮[si1]/"",""/mutually/with one another/manservant/boy servant/guy (derog.)/""]"
仿佛,2,"[""fǎng fó"",""fǎng fó""]","[""/variant of 彷彿|仿佛[fang3 fu2]/"",""/to seem/as if/alike/similar/""]"
筏,2,"[""fá"",""fá""]","[""/variant of 筏[fa2]/"",""/raft (of logs)/""]"
范,2,"[""fàn"",""fàn""]","[""/pattern/model/example/"",""/surname Fan/""]"
蹴,2,"[""cù"",""cù""]","[""/carefully/to kick/to tread on/to stamp/"",""/variant of 蹴[cu4]/""]"
采,2,"[""cǎi"",""cǎi""]","[""/to pick/to pluck/to collect/to select/to choose/to gather/"",""/color/complexion/looks/variant of 彩[cai3]/variant of 採|采[cai3]/allotment to a feudal noble/""]"
咬啮,2,"[""yǎo niè"",""yǎo niè""]","[""/to gnaw/"",""/variant of 咬嚙|咬啮[yao3 nie4]/to gnaw/""]"
窑,2,"[""yáo"",""yáo""]","[""/kiln/oven/coal pit/cave dwelling/(coll.) brothel/"",""/variant of 窯|窑[yao2]/""]"
回转,2,"[""húi zhuǎn"",""húi zhuǎn""]","[""/to rotate/to turn round/slalom/"",""/to revolve/to rotate/rotation/""]"
喋,2,"[""dié"",""dié""]","[""/old variant of 喋[die2]/"",""/flowing flood/to chatter/""]"
沾,2,"[""zhān"",""zhān""]","[""/to moisten/to be infected by/to receive benefit or advantage through a contact/to touch/"",""/variant of 沾[zhan1]/to moisten/""]"
霓,2,"[""ní"",""ní""]","[""/Japanese cicada/old variant of 霓[ni2]/"",""/secondary rainbow/""]"
炮轰,2,"[""pào hōng"",""pào hōng""]","[""/to bombard/to bomb/(fig.) to criticize/to roast/"",""/to bombard/to bomb/trad. also written 炮轟/""]"
佩,2,"[""pèi"",""pèi""]","[""/to respect/to wear (belt etc)/"",""/girdle ornaments/""]"
操,2,"[""cāo"",""cāo""]","[""/old variant of 操[cao1]/"",""/to grasp/to hold/to operate/to manage/to control/to steer/to exercise/to drill (practice)/to play/to speak (a language)/variant of 肏[cao4]/""]"
碱,2,"[""jiǎn"",""jiǎn""]","[""/variant of 鹼|碱[jian3]/"",""/base/alkali/soda (chemistry)/""]"
灶,2,"[""zào"",""zào""]","[""/kitchen stove/kitchen/"",""/variant of 灶[zao4]/""]"
臀,2,"[""tún"",""tún""]","[""/butt/buttocks/"",""/old variant of 臀[tun2]/""]"
悍,2,"[""hàn"",""hàn""]","[""/heroic/intrepid/valiant/dauntless/fierce/ferocious/violent/"",""/variant of 悍[han4]/""]"
汇报,2,"[""hùi bào"",""hùi bào""]","[""/to report/to give an account of/to collect information and report back/"",""/to report/to give an account of/report/""]"
开发周期,2,"[""kāi fā zhōu qī"",""kāi fā zhōu qī""]","[""/development cycle/development period/also written 開發週期|开发周期/"",""/development cycle/development period/""]"
呼,2,"[""hū"",""hū""]","[""/to call/to cry/to shout/to breath out/to exhale/"",""/variant of 呼[hu1]/to shout/to call out/""]"
惬,2,"[""qiè"",""qiè""]","[""/variant of 愜|惬[qie4]/"",""/cheerful/satisfied/""]"
锉,2,"[""cuò"",""cuò""]","[""/(literary) to fracture (a bone)/(literary) to cut/to hack/variant of 銼|锉[cuo4]/"",""/file (tool used for smoothing)/rasp/to file/""]"
台中,2,"[""tái zhōng"",""tái zhōng""]","[""/Taizhong or Taichung city and county in central Taiwan/"",""/Taizhong or Taichung city in central Taiwan/""]"
博,2,"[""bó"",""bó""]","[""/extensive/ample/rich/obtain/aim/to win/to get/plentiful/to gamble/"",""/old variant of 博[bo2]/""]"
鳖,2,"[""biē"",""biē""]","[""/freshwater soft-shelled turtle/"",""/variant of 鱉|鳖[bie1]/""]"
儿,2,"[""ér"",""ér""]","[""/variant of 人[ren2]/\""person\"" radical in Chinese characters (Kangxi radical 10), occurring in 兒, 兀, 兄 etc/"",""/child/son/non-syllabic diminutive suffix/retroflex final/""]"
饥,2,"[""jī"",""jī""]","[""/hungry/"",""/variant of 飢|饥[ji1]/""]"
骂,2,"[""mà"",""mà""]","[""/to scold/to abuse/to curse/CL:通[tong4],頓|顿[dun4]/"",""/variant of 罵|骂[ma4]/""]"
期,2,"[""qī"",""qī""]","[""/variant of 期[qi1]/period/cycle/"",""/a period of time/phase/stage/classifier for issues of a periodical, courses of study/time/term/period/to hope/Taiwan pr. [qi2]/""]"
揿,2,"[""qìn"",""qìn""]","[""/variant of 撳|揿[qin4]/"",""/to press (bell)/""]"
厄,2,"[""è"",""è""]","[""/distressed/"",""/variant of 厄[e4]/""]"
汇总,2,"[""hùi zǒng"",""hùi zǒng""]","[""/summary/to summarize/to collect (data, receipts etc)/to gather and report/"",""/summary/to summarize/to collect (data, receipts etc)/to gather and report/also written 匯總|汇总/""]"
复读,2,"[""fù dú"",""fù dú""]","[""/to return to the same school and repeat a course from which one has already graduated, as a result of failing to get good enough results to progress to one's desired higher-level school/"",""/(of an audio device) to repeat a recorded phrase (e.g. for language learning)/""]"
挲,2,"[""suō"",""suō""]","[""/variant of 挲[suo1]/"",""/feel/to fondle/""]"
果,2,"[""guǒ"",""guǒ""]","[""/fruit/result/resolute/indeed/if really/"",""/variant of 果[guo3]/fruit/""]"
瑰,2,"[""gūi"",""gūi""]","[""/(semiprecious stone)/extraordinary/"",""/old variant of 瑰[gui1]/""]"
矿,2,"[""kuàng"",""kuàng""]","[""/ore/mine/"",""/variant of 礦|矿[kuang4]/""]"
数周,2,"[""shù zhōu"",""shù zhōu""]","[""/several weeks/also written 數週|数周/"",""/several weeks/""]"
饲,2,"[""sì"",""sì""]","[""/old variant of 飼|饲[si4]/"",""/to raise/to rear/to feed/""]"
痒,2,"[""yǎng"",""yǎng""]","[""/variant of 癢|痒[yang3]/to itch/to tickle/"",""/to itch/to tickle/""]"
汇映,2,"[""hùi yìng"",""hùi yìng""]","[""/joint screening/consecutive screening of collection of movies/"",""/variant of 匯映|汇映[hui4 ying4]/""]"
万,2,"[""wàn"",""wàn""]","[""/see 万俟[Mo4 qi2]/"",""/surname Wan/ten thousand/a great number/""]"
动荡,2,"[""dòng dàng"",""dòng dàng""]","[""/variant of 動蕩|动荡[dong4 dang4]/"",""/unrest (social or political)/turmoil/upheaval/commotion/""]"
胸,2,"[""xiōng"",""xiōng""]","[""/variant of 胸[xiong1]/"",""/chest/bosom/heart/mind/thorax/""]"
年,2,"[""nián"",""nián""]","[""/surname Nian/year/CL:個|个[ge4]/"",""/grain/harvest (old)/variant of 年[nian2]/""]"
䴙䴘,2,"[""pì tī"",""pì tī""]","[""/(zoology) grebe (Podicipediformes)/"",""/variant of 鷿鷈|䴙䴘[pi4 ti1]/""]"
蟆,2,"[""má"",""má""]","[""/toad/"",""/old variant of 蟆[ma2]/""]"
戚戚,2,"[""qī qī"",""qī qī""]","[""/sorrowful/distressed/"",""/intimate/closely related/sorrowful/distressed/""]"
咸,2,"[""xián"",""xián""]","[""/surname Xian/all/everyone/each/widespread/harmonious/"",""/salted/salty/stingy/miserly/""]"
凶残,2,"[""xiōng cán"",""xiōng cán""]","[""/savage/cruel/fierce/"",""/savage/""]"
深,2,"[""shēn"",""shēn""]","[""/old variant of 深[shen1]/"",""/deep/depth/deeply/(of a color) dark/deep/rich/""]"
扼,2,"[""è"",""è""]","[""/to grip forcefully/to clutch at/to guard/to control/to hold/"",""/variant of 扼[e4]/""]"
往,2,"[""wǎng"",""wǎng""]","[""/to go (in a direction)/to/towards/(of a train) bound for/past/previous/"",""/old variant of 往[wang3]/""]"
膀,2,"[""bǎng"",""bǎng""]","[""/upper arm/wing/to flirt/puffed (swollen)/bladder/"",""/old variant of 膀[bang3]/""]"
证,2,"[""zhèng"",""zhèng""]","[""/to admonish/variant of 證|证[zheng4]/"",""/certificate/proof/to prove/to demonstrate/to confirm/variant of 症[zheng4]/""]"
蓑,2,"[""suō"",""suō""]","[""/variant of 蓑[suo1]/"",""/rain coat made of straw etc/""]"
